Policy #,Policy_type,Policy year,Seller Number,Amount of coverage_policy (in dollar),Business_type_Seller,Industry_Seller,Date of establishment (Seller)
1492,Multiple buyers,2015,224000,551000,Corporation,Manufacturing,1998-04
1493,Multiple buyers,2015,224100,422000,Corporation,Wholesale Trade,1998-03
1493,Multiple buyers,2015,224100,422000,Corporation,Wholesale Trade,1998-03
1493,Multiple buyers,2015,224100,422000,Corporation,Wholesale Trade,1998-03
1494,One_buyer,2015,224100,49000,Corporation,Wholesale Trade,1998-03
1495,One_buyer,2015,224200,10000,Corporation,Wholesale Trade,1997-09
1496,Multiple buyers,2015,224300,938000,Corporation,Manufacturing,1997-12
1496,Multiple buyers,2015,224300,938000,Corporation,Manufacturing,1997-12
1496,Multiple buyers,2015,224300,938000,Corporation,Manufacturing,1997-12
1496,Multiple buyers,2015,224300,938000,Corporation,Manufacturing,1997-12
1496,Multiple buyers,2015,224300,938000,Corporation,Manufacturing,1997-12
1496,Multiple buyers,2015,224300,938000,Corporation,Manufacturing,1997-12
1496,Multiple buyers,2015,224300,938000,Corporation,Manufacturing,1997-12
1496,Multiple buyers,2015,224300,938000,Corporation,Manufacturing,1997-12
1496,Multiple buyers,2015,224300,938000,Corporation,Manufacturing,1997-12
1496,Multiple buyers,2015,224300,938000,Corporation,Manufacturing,1997-12
1497,Multiple buyers,2015,224400,7000,Individual Business,Manufacturing,1999-05
1498,Multiple buyers,2015,224500,711000,Corporation,Manufacturing,1997-11
1499,One_buyer,2015,224500,8000,Corporation,Manufacturing,1997-11
1501,Multiple buyers,2015,224700,500000,Corporation,Wholesale Trade,1998-05
1502,Multiple buyers,2015,224800,2494000,Corporation,Manufacturing,1998-01
1502,Multiple buyers,2015,224800,2494000,Corporation,Manufacturing,1998-01
1502,Multiple buyers,2015,224800,2494000,Corporation,Manufacturing,1998-01
1502,Multiple buyers,2015,224800,2494000,Corporation,Manufacturing,1998-01
1502,Multiple buyers,2015,224800,2494000,Corporation,Manufacturing,1998-01
1503,Multiple buyers,2015,224900,736000,Corporation,Manufacturing,1996-09
1503,Multiple buyers,2015,224900,736000,Corporation,Manufacturing,1996-09
1503,Multiple buyers,2015,224900,736000,Corporation,Manufacturing,1996-09
1503,Multiple buyers,2015,224900,736000,Corporation,Manufacturing,1996-09
1503,Multiple buyers,2015,224900,736000,Corporation,Manufacturing,1996-09
1504,One_buyer,2015,225000,24000,Corporation,Wholesale Trade,1996-06
1505,One_buyer,2015,225000,30000,Corporation,Wholesale Trade,1996-06
1506,One_buyer,2015,225000,30000,Corporation,Wholesale Trade,1996-06
1507,Multiple buyers,2015,225100,493000,Corporation,Manufacturing,1997-03
1507,Multiple buyers,2015,225100,493000,Corporation,Manufacturing,1997-03
1507,Multiple buyers,2015,225100,493000,Corporation,Manufacturing,1997-03
1507,Multiple buyers,2015,225100,493000,Corporation,Manufacturing,1997-03
1509,Multiple buyers,2015,225300,619000,Corporation,Wholesale Trade,1998-03
1509,Multiple buyers,2015,225300,619000,Corporation,Wholesale Trade,1998-03
1509,Multiple buyers,2015,225300,619000,Corporation,Wholesale Trade,1998-03
1509,Multiple buyers,2015,225300,619000,Corporation,Wholesale Trade,1998-03
1509,Multiple buyers,2015,225300,619000,Corporation,Wholesale Trade,1998-03
1509,Multiple buyers,2015,225300,619000,Corporation,Wholesale Trade,1998-03
1510,Multiple buyers,2015,225400,324000,Individual Business,Manufacturing,1996-07
1510,Multiple buyers,2015,225400,324000,Individual Business,Manufacturing,1996-07
1511,,2015,225400,#N/A,Individual Business,Manufacturing,1996-07
1513,Multiple buyers,2015,225600,2996000,Corporation,Wholesale Trade,1996-07
1513,Multiple buyers,2015,225600,2996000,Corporation,Wholesale Trade,1996-07
1513,Multiple buyers,2015,225600,2996000,Corporation,Wholesale Trade,1996-07
1513,Multiple buyers,2015,225600,2996000,Corporation,Wholesale Trade,1996-07
1513,Multiple buyers,2015,225600,2996000,Corporation,Wholesale Trade,1996-07
1513,Multiple buyers,2015,225600,2996000,Corporation,Wholesale Trade,1996-07
1514,One_buyer,2015,225700,7000,Individual Business,Wholesale Trade,1995-03
1515,One_buyer,2015,225700,30000,Individual Business,Wholesale Trade,1995-03
1516,One_buyer,2015,225700,30000,Individual Business,Wholesale Trade,1995-03
1517,One_buyer,2015,225700,30000,Individual Business,Wholesale Trade,1995-03
1518,One_buyer,2015,225700,10000,Individual Business,Wholesale Trade,1995-03
1519,One_buyer,2015,225700,30000,Individual Business,Wholesale Trade,1995-03
1520,One_buyer,2015,225700,30000,Individual Business,Wholesale Trade,1995-03
1521,One_buyer,2015,225800,1000,Individual Business,Wholesale Trade,2004-06
1522,One_buyer,2015,225900,2000,Corporation,Manufacturing,1992-10
1523,Multiple buyers,2015,226000,350000,Corporation,Manufacturing,1998-02
1523,Multiple buyers,2015,226000,350000,Corporation,Manufacturing,1998-02
1523,Multiple buyers,2015,226000,350000,Corporation,Manufacturing,1998-02
1523,Multiple buyers,2015,226000,350000,Corporation,Manufacturing,1998-02
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1524,Multiple buyers,2015,226100,610000,Corporation,Manufacturing,1987-08
1525,One_buyer,2015,226200,12000,Corporation,Wholesale Trade,1995-03
1526,One_buyer,2015,226300,10000,Corporation,"Professional, Scientific, and Technical Services",1990-10
1527,Multiple buyers,2015,226400,1498000,Corporation,Wholesale Trade,1998-05
1527,Multiple buyers,2015,226400,1498000,Corporation,Wholesale Trade,1998-05
1527,Multiple buyers,2015,226400,1498000,Corporation,Wholesale Trade,1998-05
1527,Multiple buyers,2015,226400,1498000,Corporation,Wholesale Trade,1998-05
1528,Multiple buyers,2015,226500,507000,Corporation,Wholesale Trade,1998-05
1528,Multiple buyers,2015,226500,507000,Corporation,Wholesale Trade,1998-05
1528,Multiple buyers,2015,226500,507000,Corporation,Wholesale Trade,1998-05
1528,Multiple buyers,2015,226500,507000,Corporation,Wholesale Trade,1998-05
1528,Multiple buyers,2015,226500,507000,Corporation,Wholesale Trade,1998-05
1528,Multiple buyers,2015,226500,507000,Corporation,Wholesale Trade,1998-05
1529,,2015,226600,#N/A,Individual Business,Wholesale Trade,1993-07
1530,One_buyer,2015,226600,30000,Individual Business,Wholesale Trade,1993-07
1531,One_buyer,2015,226700,1000,Individual Business,Wholesale Trade,2001-01
1532,One_buyer,2015,226800,10000,Corporation,Wholesale Trade,1996-11
1533,Multiple buyers,2015,226800,521000,Corporation,Wholesale Trade,1996-11
1533,Multiple buyers,2015,226800,521000,Corporation,Wholesale Trade,1996-11
1533,Multiple buyers,2015,226800,521000,Corporation,Wholesale Trade,1996-11
1533,Multiple buyers,2015,226800,521000,Corporation,Wholesale Trade,1996-11
1533,Multiple buyers,2015,226800,521000,Corporation,Wholesale Trade,1996-11
1533,Multiple buyers,2015,226800,521000,Corporation,Wholesale Trade,1996-11
1533,Multiple buyers,2015,226800,521000,Corporation,Wholesale Trade,1996-11
1533,Multiple buyers,2015,226800,521000,Corporation,Wholesale Trade,1996-11
1533,Multiple buyers,2015,226800,521000,Corporation,Wholesale Trade,1996-11
1534,One_buyer,2015,226900,98000,Individual Business,Manufacturing,2001-09
1535,One_buyer,2015,227000,30000,Individual Business,Manufacturing,1986-03
1536,Multiple buyers,2015,227100,153000,Individual Business,Manufacturing,1998-02
1537,One_buyer,2015,227200,3000,Individual Business,Manufacturing,1997-05
1538,One_buyer,2015,227300,18000,Individual Business,Manufacturing,1999-07
1539,One_buyer,2015,227400,6000,Individual Business,Manufacturing,2000-10
1540,Multiple buyers,2015,227500,41000,Individual Business,Manufacturing,1995-04
1541,Multiple buyers,2015,227600,125000,Individual Business,Manufacturing,2002-03
1541,Multiple buyers,2015,227600,125000,Individual Business,Manufacturing,2002-03
1541,Multiple buyers,2015,227600,125000,Individual Business,Manufacturing,2002-03
1542,Multiple buyers,2015,227700,172000,Individual Business,Wholesale Trade,1997-07
1542,Multiple buyers,2015,227700,172000,Individual Business,Wholesale Trade,1997-07
1543,One_buyer,2015,227800,5000,Individual Business,Manufacturing,2002-03
1544,One_buyer,2015,227900,9000,Individual Business,Manufacturing,1994-06
1545,,2015,228000,#N/A,Individual Business,Wholesale Trade,2001-07
1546,One_buyer,2015,228100,10000,Individual Business,Wholesale Trade,1999-05
1547,One_buyer,2015,228200,6000,Individual Business,Manufacturing,2002-11
1549,Multiple buyers,2015,228400,45000,Individual Business,Manufacturing,1999-11
1549,Multiple buyers,2015,228400,45000,Individual Business,Manufacturing,1999-11
1549,Multiple buyers,2015,228400,45000,Individual Business,Manufacturing,1999-11
1550,Multiple buyers,2015,228500,61000,Individual Business,Manufacturing,2000-10
1551,One_buyer,2015,228600,10000,Individual Business,Wholesale Trade,2002-07
1552,One_buyer,2015,228700,8000,Individual Business,Wholesale Trade,1999-01
1553,One_buyer,2015,228800,5000,Individual Business,Wholesale Trade,1985-02
1554,One_buyer,2015,228900,20000,Individual Business,Wholesale Trade,1999-05
1555,Multiple buyers,2015,229000,229000,Individual Business,Manufacturing,1989-04
1556,One_buyer,2015,229100,18000,Individual Business,Manufacturing,1998-12
1557,Multiple buyers,2015,229200,1434000,Individual Business,Manufacturing,1999-01
1557,Multiple buyers,2015,229200,1434000,Individual Business,Manufacturing,1999-01
1557,Multiple buyers,2015,229200,1434000,Individual Business,Manufacturing,1999-01
1557,Multiple buyers,2015,229200,1434000,Individual Business,Manufacturing,1999-01
1557,Multiple buyers,2015,229200,1434000,Individual Business,Manufacturing,1999-01
1558,One_buyer,2015,229300,60000,Individual Business,Manufacturing,2013-12
1559,One_buyer,2015,229400,10000,Individual Business,Manufacturing,1996-09
1561,Multiple buyers,2015,229600,1770000,Individual Business,Manufacturing,1999-12
1561,Multiple buyers,2015,229600,1770000,Individual Business,Manufacturing,1999-12
1562,One_buyer,2015,229700,4000,Individual Business,Wholesale Trade,1995-11
1563,One_buyer,2015,229800,80000,Individual Business,Wholesale Trade,2002-05
1564,,2015,229900,#N/A,Individual Business,Wholesale Trade,1991-05
1565,One_buyer,2015,230000,11000,Individual Business,Manufacturing,1993-09
1566,One_buyer,2015,230100,5000,Individual Business,Manufacturing,2002-04
1567,One_buyer,2015,230200,3000,Individual Business,Manufacturing,2003-07
1568,Multiple buyers,2015,230300,70000,Individual Business,Manufacturing,2003-03
1569,One_buyer,2015,230400,27000,Individual Business,Wholesale Trade,1998-10
1570,One_buyer,2015,230500,6000,Individual Business,Wholesale Trade,2013-09
1571,Multiple buyers,2015,230600,50000,Individual Business,Manufacturing,1999-06
1571,Multiple buyers,2015,230600,50000,Individual Business,Manufacturing,1999-06
1571,Multiple buyers,2015,230600,50000,Individual Business,Manufacturing,1999-06
1571,Multiple buyers,2015,230600,50000,Individual Business,Manufacturing,1999-06
1573,One_buyer,2015,230800,10000,Individual Business,Wholesale Trade,2004-03
1574,Multiple buyers,2015,230900,117000,Individual Business,Wholesale Trade,2000-06
1575,One_buyer,2015,231000,7000,Individual Business,Manufacturing,1999-06
1576,One_buyer,2015,231100,6000,Individual Business,Wholesale Trade,1997-05
1577,One_buyer,2015,231200,8000,Individual Business,Wholesale Trade,2000-12
1578,One_buyer,2015,231300,12000,Individual Business,Wholesale Trade,2000-11
1579,Multiple buyers,2015,231400,60000,Individual Business,Wholesale Trade,2003-04
1579,Multiple buyers,2015,231400,60000,Individual Business,Wholesale Trade,2003-04
1579,Multiple buyers,2015,231400,60000,Individual Business,Wholesale Trade,2003-04
1579,Multiple buyers,2015,231400,60000,Individual Business,Wholesale Trade,2003-04
1580,One_buyer,2015,231500,9000,Individual Business,Manufacturing,2000-12
1581,One_buyer,2015,231600,5000,Individual Business,Manufacturing,2006-06
1582,One_buyer,2015,231700,1000,Individual Business,Manufacturing,1999-03
1583,One_buyer,2015,231800,15000,Individual Business,Manufacturing,1999-05
1584,One_buyer,2015,231900,3000,Individual Business,Manufacturing,2000-04
1585,One_buyer,2015,232000,22000,Individual Business,Manufacturing,1999-01
1586,One_buyer,2015,232100,9000,Individual Business,Manufacturing,1998-07
1587,One_buyer,2015,232200,50000,Individual Business,Manufacturing,1998-07
1588,,2015,232300,#N/A,Corporation,Manufacturing,1998-07
1589,,2015,232300,#N/A,Corporation,Manufacturing,1998-07
1590,,2015,232300,#N/A,Corporation,Manufacturing,1998-07
1591,Multiple buyers,2015,232400,999000,Corporation,Wholesale Trade,1973-08
1591,Multiple buyers,2015,232400,999000,Corporation,Wholesale Trade,1973-08
1591,Multiple buyers,2015,232400,999000,Corporation,Wholesale Trade,1973-08
1591,Multiple buyers,2015,232400,999000,Corporation,Wholesale Trade,1973-08
1591,Multiple buyers,2015,232400,999000,Corporation,Wholesale Trade,1973-08
1591,Multiple buyers,2015,232400,999000,Corporation,Wholesale Trade,1973-08
1592,One_buyer,2015,232500,10000,Corporation,Wholesale Trade,1998-08
1593,Multiple buyers,2015,232600,1000000,Corporation,Manufacturing,1997-04
1593,Multiple buyers,2015,232600,1000000,Corporation,Manufacturing,1997-04
1593,Multiple buyers,2015,232600,1000000,Corporation,Manufacturing,1997-04
1593,Multiple buyers,2015,232600,1000000,Corporation,Manufacturing,1997-04
1593,Multiple buyers,2015,232600,1000000,Corporation,Manufacturing,1997-04
1593,Multiple buyers,2015,232600,1000000,Corporation,Manufacturing,1997-04
1594,Multiple buyers,2015,232700,230000,Corporation,Manufacturing,1998-09
1595,One_buyer,2015,232800,10000,Individual Business,Wholesale Trade,1998-04
1596,One_buyer,2015,232900,32000,Corporation,Manufacturing,1996-05
1597,One_buyer,2015,232900,50000,Corporation,Manufacturing,1996-05
1598,One_buyer,2015,232900,10000,Corporation,Manufacturing,1996-05
1599,One_buyer,2015,232900,30000,Corporation,Manufacturing,1996-05
1600,One_buyer,2015,232900,10000,Corporation,Manufacturing,1996-05
1601,One_buyer,2015,233000,500000,Corporation,Manufacturing,1991-06
1602,Multiple buyers,2015,233000,1995000,Corporation,Manufacturing,1991-06
1602,Multiple buyers,2015,233000,1995000,Corporation,Manufacturing,1991-06
1602,Multiple buyers,2015,233000,1995000,Corporation,Manufacturing,1991-06
1602,Multiple buyers,2015,233000,1995000,Corporation,Manufacturing,1991-06
1603,One_buyer,2015,233100,9000,Corporation,Wholesale Trade,1995-03
1604,One_buyer,2015,233200,32000,Individual Business,Manufacturing,1996-06
1605,One_buyer,2015,233300,14000,Corporation,Wholesale Trade,1997-02
1606,One_buyer,2015,233400,200000,Individual Business,Manufacturing,2000-06
1607,One_buyer,2015,233500,9000,Corporation,Manufacturing,1997-12
1610,Multiple buyers,2015,233800,685000,Corporation,Manufacturing,1998-02
1611,Multiple buyers,2015,233900,593000,Corporation,Wholesale Trade,1990-01
1611,Multiple buyers,2015,233900,593000,Corporation,Wholesale Trade,1990-01
1612,One_buyer,2015,234000,10000,Corporation,Wholesale Trade,1998-08
1613,###,2015,234100,60000,Individual Business,Manufacturing,2000-04
1614,Multiple buyers,2015,234200,391000,Corporation,Manufacturing,1998-12
1614,Multiple buyers,2015,234200,391000,Corporation,Manufacturing,1998-12
1614,Multiple buyers,2015,234200,391000,Corporation,Manufacturing,1998-12
1614,Multiple buyers,2015,234200,391000,Corporation,Manufacturing,1998-12
1615,One_buyer,2015,234300,3000,Individual Business,Manufacturing,1993-10
1616,One_buyer,2015,234400,10000,Individual Business,Manufacturing,1998-01
1617,Multiple buyers,2015,234500,841000,Corporation,Wholesale Trade,1992-03
1617,Multiple buyers,2015,234500,841000,Corporation,Wholesale Trade,1992-03
1617,Multiple buyers,2015,234500,841000,Corporation,Wholesale Trade,1992-03
1618,Multiple buyers,2015,234600,342000,Corporation,"Professional, Scientific, and Technical Services",1998-03
1618,Multiple buyers,2015,234600,342000,Corporation,"Professional, Scientific, and Technical Services",1998-03
1619,One_buyer,2015,234700,18000,Corporation,Wholesale Trade,1996-03
1620,One_buyer,2015,234700,100000,Corporation,Wholesale Trade,1996-03
1621,One_buyer,2015,234700,41000,Corporation,Wholesale Trade,1996-03
1622,###,2015,234800,240000,Individual Business,Manufacturing,1989-10
1623,One_buyer,2015,234900,7000,Corporation,"Professional, Scientific, and Technical Services",1998-09
1624,Multiple buyers,2015,235000,227000,Corporation,Manufacturing,1998-12
1624,Multiple buyers,2015,235000,227000,Corporation,Manufacturing,1998-12
1625,Multiple buyers,2015,235100,985000,Corporation,Manufacturing,1998-07
1625,Multiple buyers,2015,235100,985000,Corporation,Manufacturing,1998-07
1625,Multiple buyers,2015,235100,985000,Corporation,Manufacturing,1998-07
1626,,2015,235200,#N/A,Corporation,Wholesale Trade,1998-09
1627,One_buyer,2015,235300,30000,Corporation,Manufacturing,1995-07
1628,Multiple buyers,2015,235400,540000,Corporation,Wholesale Trade,1997-12
1628,Multiple buyers,2015,235400,540000,Corporation,Wholesale Trade,1997-12
